"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ACSS2",1860.58145183108,-3.53583655451247e-07,0.00144269373918372,0.718074587363295,0.999991371923663
"ACSS3",809.719356592161,2.48055711940934e-07,0.00144269324006204,0.833174711288529,0.999991371923663
"ACTA1",1068.63349295051,-8.60117595364064e-09,0.00144269448019609,0.998395515718963,0.999991371923663
"ACTA2",17625.9621342642,-1.16198811700167e-06,0.0014426929738935,0.372187364467404,0.999991371923663
"ACTA2-AS1",39.0237130347887,1.42688677780982e-08,0.00144269450132689,0.987005445011174,0.999991371923663
"ACTB",266023.112859934,-9.21244685464594e-08,0.00144269319716883,0.923820001682651,0.999991371923663
"ACTC1",114.727900506177,-6.74539736792461e-07,0.00144269493968723,0.11059752257542,0.999991371923663
"ACTG1",124186.295858816,2.39531634253794e-07,0.00144269301033805,0.841212799917494,0.999991371923663
"ACTG2",10771.9925009671,-3.62193421849472e-07,0.00144269483879847,0.41159672499631,0.999991371923663
"ACTL10",205.538887950286,4.84793968749666e-08,0.00144269416976506,0.94931663396335,0.999991371923663
"ACTL6A",2968.36170386482,3.13508952808326e-07,0.00144269287302631,0.799551016990968,0.999991371923663
"ACTL8",32.9055554315079,1.97314778384109e-07,0.00144269501113421,0.314567095435772,0.999991371923663
"ACTN1",29712.4499846486,-1.04653782824578e-06,0.00144269377917193,0.313963914496102,0.999991371923663
"ACTN2",110.575535406208,2.01094301364126e-07,0.00144269451757823,0.748982597629491,0.999991371923663
"ACTN3",42.7510711749232,-4.86905975148714e-07,0.00144269464142196,0.40371573103736,0.999991371923663
"ACTN4",50283.6943599159,4.41507772041927e-07,0.00144269270614241,0.732124469792981,0.999991371923663
"ACTR10",2509.48786057796,-3.8129424725061e-07,0.00144269310386258,0.747426880005852,0.999991371923663
"ACTR1A",2665.88325392976,-8.06960886042842e-07,0.00144269297106317,0.522276081600004,0.999991371923663
"ACTR1B",2736.18575792369,-1.0923121464063e-08,0.00144269357397352,0.990768740192806,0.999991371923663
"ACTR2",20201.2012084065,3.32981431292725e-08,0.00144269262118802,0.980675100973986,0.999991371923663
"ACTR3",17650.0976332029,1.82609602149786e-07,0.00144269333135111,0.873662969314685,0.999991371923663
"ACTR3B",976.70438869862,7.15276895999704e-07,0.0014426939538039,0.441316273649937,0.999991371923663
"ACTR3C",901.039782229636,8.69211398612756e-07,0.0014426941743298,0.316590670449169,0.999991371923663
"ACTR5",816.296329464913,2.49766306350296e-07,0.00144269297110102,0.837640844285354,0.999991371923663
"ACTR6",2010.34334481241,1.37171890630066e-07,0.00144269335600721,0.899460414188924,0.999991371923663
"ACTR8",1946.0039612571,3.85512757177207e-08,0.00144269253908639,0.977616846479394,0.999991371923663
"ACTRT3",99.6627933448326,-5.43811193171041e-07,0.00144269418220568,0.505892596283733,0.999991371923663
"ACVR1",2181.30797963725,-1.32667653302328e-06,0.00144269335703302,0.275144600374926,0.999991371923663
"ACVR1B",1358.41003416385,-4.77855670159773e-07,0.00144269288892945,0.705064269139712,0.999991371923663
"ACVR1C",39.4950900911809,2.61434590489072e-07,0.00144269470900231,0.601728308570413,0.999991371923663
"ACVR2A",1909.45181908698,-1.07323711923297e-06,0.00144269323522201,0.375729854906919,0.999991371923663
"ACVR2B",969.994070238384,-3.33193231361846e-07,0.00144269373803184,0.735862977604113,0.999991371923663
"ACVRL1",2347.2206197788,-1.68694564295138e-07,0.00144269309726402,0.884963263711512,0.999991371923663
"ACY3",60.4070012263772,9.91769518915678e-07,0.00144269513574932,0.00444775664664282,0.258652988061935
"ACYP1",548.45505785826,6.29237132347731e-07,0.00144269335002999,0.578216275882838,0.999991371923663
"ACYP2",190.89531933398,3.54002642125912e-07,0.00144269369560009,0.722331838167957,0.999991371923663
"ADA",1395.29697825291,1.3247229297835e-07,0.00144269374789635,0.895233769874046,0.999991371923663
"ADAL",554.455038957571,-2.87966657575363e-07,0.00144269296571016,0.815150363052538,0.999991371923663
"ADAM10",11684.297734856,-4.06037661845367e-07,0.00144269241055343,0.768825783613146,0.999991371923663
"ADAM11",133.901317153739,-1.86962399391737e-07,0.00144269453692046,0.760038171329388,0.999991371923663
"ADAM12",3605.47078444363,-2.00528249000569e-06,0.00144269523214342,0.00516971111745252,0.284152431284022
"ADAM15",8829.79450963232,6.9337435992027e-08,0.00144269381103656,0.936746438294405,0.999991371923663
"ADAM17",6322.63803688866,-2.9664151164963e-07,0.00144269259337167,0.822198505766905,0.999991371923663
